Date;AAPL;JNJ;NSRGY;SAN;TM
2018-11-29 00:00:00;42,92064285;124,4697495;74,73852539;4,058846951;121,7799988
2018-11-30 00:00:00;42,68875504;125,3657684;74,58972168;4,008321285;121,4800034
2018-12-03 00:00:00;44,18043137;124,7769775;74,79103851;4,100950718;123,5100021
2018-12-04 00:00:00;42,23697281;124,6233444;74,74727631;3,90727067;120,8799973
2018-12-06 00:00:00;41,76604462;124,5209579;74,16085052;3,890429735;121,8300018
2018-12-07 00:00:00;40,27679825;124,1112823;74,58097076;3,806221008;119,9700012
2018-12-10 00:00:00;40,54214478;123,966217;73,93328094;3,738854647;120,9400024
2018-12-11 00:00:00;40,3102684;125,024437;74,56346893;3,646225214;120,4100037
2018-12-12 00:00:00;40,42261505;125,5364914;75,35995483;3,823062897;121,8899994
2018-12-13 00:00:00;40,86484909;126,1679916;74,5196991;3,85674572;120,7799988
2018-12-14 00:00:00;39,55727005;113,5034103;73,08427429;3,823062897;120,0999985
